gvkey,iid,datadate,tic,conm,prccd,exchg
006008,01,1996-01-02,INTC,INTEL CORP,58.62500000,14
006008,01,1996-01-03,INTC,INTEL CORP,57.75000000,14
006008,01,1996-01-04,INTC,INTEL CORP,57.50000000,14
006008,01,1996-01-05,INTC,INTEL CORP,57.50000000,14
006008,01,1996-01-08,INTC,INTEL CORP,57.62500000,14
006008,01,1996-01-09,INTC,INTEL CORP,55.00000000,14
006008,01,1996-01-10,INTC,INTEL CORP,54.12500000,14
006008,01,1996-01-11,INTC,INTEL CORP,56.87500000,14
006008,01,1996-01-12,INTC,INTEL CORP,56.62500000,14
006008,01,1996-01-15,INTC,INTEL CORP,53.37500000,14
006008,01,1996-01-16,INTC,INTEL CORP,55.75000000,14
006008,01,1996-01-17,INTC,INTEL CORP,50.12500000,14
006008,01,1996-01-18,INTC,INTEL CORP,51.00000000,14
006008,01,1996-01-19,INTC,INTEL CORP,51.37500000,14
006008,01,1996-01-22,INTC,INTEL CORP,52.00000000,14
006008,01,1996-01-23,INTC,INTEL CORP,52.68800000,14
006008,01,1996-01-24,INTC,INTEL CORP,54.75000000,14
006008,01,1996-01-25,INTC,INTEL CORP,54.62500000,14
006008,01,1996-01-26,INTC,INTEL CORP,55.00000000,14
006008,01,1996-01-29,INTC,INTEL CORP,54.43800000,14
006008,01,1996-01-30,INTC,INTEL CORP,54.12500000,14
006008,01,1996-01-31,INTC,INTEL CORP,55.23400000,14
006008,01,1996-02-01,INTC,INTEL CORP,56.25000000,14
006008,01,1996-02-02,INTC,INTEL CORP,56.75000000,14
006008,01,1996-02-05,INTC,INTEL CORP,58.50000000,14
006008,01,1996-02-06,INTC,INTEL CORP,59.50000000,14
006008,01,1996-02-07,INTC,INTEL CORP,58.25000000,14
006008,01,1996-02-08,INTC,INTEL CORP,57.87500000,14
006008,01,1996-02-09,INTC,INTEL CORP,58.00000000,14
006008,01,1996-02-12,INTC,INTEL CORP,58.23400000,14
006008,01,1996-02-13,INTC,INTEL CORP,57.12500000,14
006008,01,1996-02-14,INTC,INTEL CORP,58.00000000,14
006008,01,1996-02-15,INTC,INTEL CORP,57.50000000,14
006008,01,1996-02-16,INTC,INTEL CORP,57.56300000,14
006008,01,1996-02-20,INTC,INTEL CORP,57.62500000,14
006008,01,1996-02-21,INTC,INTEL CORP,59.25000000,14
006008,01,1996-02-22,INTC,INTEL CORP,61.00000000,14
006008,01,1996-02-23,INTC,INTEL CORP,60.81300000,14
006008,01,1996-02-26,INTC,INTEL CORP,60.37500000,14
006008,01,1996-02-27,INTC,INTEL CORP,60.25000000,14
006008,01,1996-02-28,INTC,INTEL CORP,60.75000000,14
006008,01,1996-02-29,INTC,INTEL CORP,58.81300000,14
006008,01,1996-03-01,INTC,INTEL CORP,56.06300000,14
006008,01,1996-03-04,INTC,INTEL CORP,54.87500000,14
006008,01,1996-03-05,INTC,INTEL CORP,55.37500000,14
006008,01,1996-03-06,INTC,INTEL CORP,53.50000000,14
006008,01,1996-03-07,INTC,INTEL CORP,53.12500000,14
006008,01,1996-03-08,INTC,INTEL CORP,53.50000000,14
006008,01,1996-03-11,INTC,INTEL CORP,55.25000000,14
006008,01,1996-03-12,INTC,INTEL CORP,54.87500000,14
006008,01,1996-03-13,INTC,INTEL CORP,56.12500000,14
006008,01,1996-03-14,INTC,INTEL CORP,56.12500000,14
006008,01,1996-03-15,INTC,INTEL CORP,58.87500000,14
006008,01,1996-03-18,INTC,INTEL CORP,59.50000000,14
006008,01,1996-03-19,INTC,INTEL CORP,58.75000000,14
006008,01,1996-03-20,INTC,INTEL CORP,55.50000000,14
006008,01,1996-03-21,INTC,INTEL CORP,55.87500000,14
006008,01,1996-03-22,INTC,INTEL CORP,56.12500000,14
006008,01,1996-03-25,INTC,INTEL CORP,54.89100000,14
006008,01,1996-03-26,INTC,INTEL CORP,56.12500000,14
006008,01,1996-03-27,INTC,INTEL CORP,56.62500000,14
006008,01,1996-03-28,INTC,INTEL CORP,56.37500000,14
006008,01,1996-03-29,INTC,INTEL CORP,56.87500000,14
006008,01,1996-04-01,INTC,INTEL CORP,57.12500000,14
006008,01,1996-04-02,INTC,INTEL CORP,56.87500000,14
006008,01,1996-04-03,INTC,INTEL CORP,57.62500000,14
006008,01,1996-04-04,INTC,INTEL CORP,59.25000000,14
006008,01,1996-04-08,INTC,INTEL CORP,60.62500000,14
006008,01,1996-04-09,INTC,INTEL CORP,61.87500000,14
006008,01,1996-04-10,INTC,INTEL CORP,61.75000000,14
006008,01,1996-04-11,INTC,INTEL CORP,60.43800000,14
006008,01,1996-04-12,INTC,INTEL CORP,59.62500000,14
006008,01,1996-04-15,INTC,INTEL CORP,60.56300000,14
006008,01,1996-04-16,INTC,INTEL CORP,64.87500000,14
006008,01,1996-04-17,INTC,INTEL CORP,64.18800000,14
006008,01,1996-04-18,INTC,INTEL CORP,65.75000000,14
006008,01,1996-04-19,INTC,INTEL CORP,65.25000000,14
006008,01,1996-04-22,INTC,INTEL CORP,67.75000000,14
006008,01,1996-04-23,INTC,INTEL CORP,68.10900000,14
006008,01,1996-04-24,INTC,INTEL CORP,70.25000000,14
006008,01,1996-04-25,INTC,INTEL CORP,69.62500000,14
006008,01,1996-04-26,INTC,INTEL CORP,69.25000000,14
006008,01,1996-04-29,INTC,INTEL CORP,68.12500000,14
006008,01,1996-04-30,INTC,INTEL CORP,67.75000000,14
006008,01,1996-05-01,INTC,INTEL CORP,67.87500000,14
006008,01,1996-05-02,INTC,INTEL CORP,68.00000000,14
006008,01,1996-05-03,INTC,INTEL CORP,68.68800000,14
006008,01,1996-05-06,INTC,INTEL CORP,68.75000000,14
006008,01,1996-05-07,INTC,INTEL CORP,67.87500000,14
006008,01,1996-05-08,INTC,INTEL CORP,68.75000000,14
006008,01,1996-05-09,INTC,INTEL CORP,68.62500000,14
006008,01,1996-05-10,INTC,INTEL CORP,69.12500000,14
006008,01,1996-05-13,INTC,INTEL CORP,71.75000000,14
006008,01,1996-05-14,INTC,INTEL CORP,72.87500000,14
006008,01,1996-05-15,INTC,INTEL CORP,72.37500000,14
006008,01,1996-05-16,INTC,INTEL CORP,71.87500000,14
006008,01,1996-05-17,INTC,INTEL CORP,71.12500000,14
006008,01,1996-05-20,INTC,INTEL CORP,71.00000000,14
006008,01,1996-05-21,INTC,INTEL CORP,70.25000000,14
006008,01,1996-05-22,INTC,INTEL CORP,69.87500000,14
006008,01,1996-05-23,INTC,INTEL CORP,70.87500000,14
006008,01,1996-05-24,INTC,INTEL CORP,71.00000000,14
006008,01,1996-05-28,INTC,INTEL CORP,72.50000000,14
006008,01,1996-05-29,INTC,INTEL CORP,71.37500000,14
006008,01,1996-05-30,INTC,INTEL CORP,71.50000000,14
006008,01,1996-05-31,INTC,INTEL CORP,75.50000000,14
006008,01,1996-06-03,INTC,INTEL CORP,76.62500000,14
006008,01,1996-06-04,INTC,INTEL CORP,76.31300000,14
006008,01,1996-06-05,INTC,INTEL CORP,76.87500000,14
006008,01,1996-06-06,INTC,INTEL CORP,75.25000000,14
006008,01,1996-06-07,INTC,INTEL CORP,75.25000000,14
006008,01,1996-06-10,INTC,INTEL CORP,74.12500000,14
006008,01,1996-06-11,INTC,INTEL CORP,75.25000000,14
006008,01,1996-06-12,INTC,INTEL CORP,76.75000000,14
006008,01,1996-06-13,INTC,INTEL CORP,75.00000000,14
006008,01,1996-06-14,INTC,INTEL CORP,73.00000000,14
006008,01,1996-06-17,INTC,INTEL CORP,72.00000000,14
006008,01,1996-06-18,INTC,INTEL CORP,70.37500000,14
006008,01,1996-06-19,INTC,INTEL CORP,71.37500000,14
006008,01,1996-06-20,INTC,INTEL CORP,71.12500000,14
006008,01,1996-06-21,INTC,INTEL CORP,71.37500000,14
006008,01,1996-06-24,INTC,INTEL CORP,73.60900000,14
006008,01,1996-06-25,INTC,INTEL CORP,72.87500000,14
006008,01,1996-06-26,INTC,INTEL CORP,72.50000000,14
006008,01,1996-06-27,INTC,INTEL CORP,73.87500000,14
006008,01,1996-06-28,INTC,INTEL CORP,73.43800000,14
006008,01,1996-07-01,INTC,INTEL CORP,75.12500000,14
006008,01,1996-07-02,INTC,INTEL CORP,74.75000000,14
006008,01,1996-07-03,INTC,INTEL CORP,74.87500000,14
006008,01,1996-07-05,INTC,INTEL CORP,72.12500000,14
006008,01,1996-07-08,INTC,INTEL CORP,73.00000000,14
006008,01,1996-07-09,INTC,INTEL CORP,73.37500000,14
006008,01,1996-07-10,INTC,INTEL CORP,72.87500000,14
006008,01,1996-07-11,INTC,INTEL CORP,69.50000000,14
006008,01,1996-07-12,INTC,INTEL CORP,71.25000000,14
006008,01,1996-07-15,INTC,INTEL CORP,69.12500000,14
006008,01,1996-07-16,INTC,INTEL CORP,70.00000000,14
006008,01,1996-07-17,INTC,INTEL CORP,71.62500000,14
006008,01,1996-07-18,INTC,INTEL CORP,72.50000000,14
006008,01,1996-07-19,INTC,INTEL CORP,72.75000000,14
006008,01,1996-07-22,INTC,INTEL CORP,72.25000000,14
006008,01,1996-07-23,INTC,INTEL CORP,69.50000000,14
006008,01,1996-07-24,INTC,INTEL CORP,69.00000000,14
006008,01,1996-07-25,INTC,INTEL CORP,72.12500000,14
006008,01,1996-07-26,INTC,INTEL CORP,74.25000000,14
006008,01,1996-07-29,INTC,INTEL CORP,72.87500000,14
006008,01,1996-07-30,INTC,INTEL CORP,74.37500000,14
006008,01,1996-07-31,INTC,INTEL CORP,75.12500000,14
006008,01,1996-08-01,INTC,INTEL CORP,77.00000000,14
006008,01,1996-08-02,INTC,INTEL CORP,78.75000000,14
006008,01,1996-08-05,INTC,INTEL CORP,78.12500000,14
006008,01,1996-08-06,INTC,INTEL CORP,79.87500000,14
006008,01,1996-08-07,INTC,INTEL CORP,82.35900000,14
006008,01,1996-08-08,INTC,INTEL CORP,80.75000000,14
006008,01,1996-08-09,INTC,INTEL CORP,82.37500000,14
006008,01,1996-08-12,INTC,INTEL CORP,82.12500000,14
006008,01,1996-08-13,INTC,INTEL CORP,80.25000000,14
006008,01,1996-08-14,INTC,INTEL CORP,81.75000000,14
006008,01,1996-08-15,INTC,INTEL CORP,81.75000000,14
006008,01,1996-08-16,INTC,INTEL CORP,81.00000000,14
006008,01,1996-08-19,INTC,INTEL CORP,80.75000000,14
006008,01,1996-08-20,INTC,INTEL CORP,79.50000000,14
006008,01,1996-08-21,INTC,INTEL CORP,80.25000000,14
006008,01,1996-08-22,INTC,INTEL CORP,83.00000000,14
006008,01,1996-08-23,INTC,INTEL CORP,81.62500000,14
006008,01,1996-08-26,INTC,INTEL CORP,81.25000000,14
006008,01,1996-08-27,INTC,INTEL CORP,81.50000000,14
006008,01,1996-08-28,INTC,INTEL CORP,81.25000000,14
006008,01,1996-08-29,INTC,INTEL CORP,81.37500000,14
006008,01,1996-08-30,INTC,INTEL CORP,79.81300000,14
006008,01,1996-09-03,INTC,INTEL CORP,81.62500000,14
006008,01,1996-09-04,INTC,INTEL CORP,82.25000000,14
006008,01,1996-09-05,INTC,INTEL CORP,80.62500000,14
006008,01,1996-09-06,INTC,INTEL CORP,81.25000000,14
006008,01,1996-09-09,INTC,INTEL CORP,83.50000000,14
006008,01,1996-09-10,INTC,INTEL CORP,84.31300000,14
006008,01,1996-09-11,INTC,INTEL CORP,85.00000000,14
006008,01,1996-09-12,INTC,INTEL CORP,85.37500000,14
006008,01,1996-09-13,INTC,INTEL CORP,88.12500000,14
006008,01,1996-09-16,INTC,INTEL CORP,88.62500000,14
006008,01,1996-09-17,INTC,INTEL CORP,94.25000000,14
006008,01,1996-09-18,INTC,INTEL CORP,95.62500000,14
006008,01,1996-09-19,INTC,INTEL CORP,97.00000000,14
006008,01,1996-09-20,INTC,INTEL CORP,97.37500000,14
006008,01,1996-09-23,INTC,INTEL CORP,95.75000000,14
006008,01,1996-09-24,INTC,INTEL CORP,96.50000000,14
006008,01,1996-09-25,INTC,INTEL CORP,97.25000000,14
006008,01,1996-09-26,INTC,INTEL CORP,97.37500000,14
006008,01,1996-09-27,INTC,INTEL CORP,96.87500000,14
006008,01,1996-09-30,INTC,INTEL CORP,95.43800000,14
006008,01,1996-10-01,INTC,INTEL CORP,95.75000000,14
006008,01,1996-10-02,INTC,INTEL CORP,99.00000000,14
006008,01,1996-10-03,INTC,INTEL CORP,99.50000000,14
006008,01,1996-10-04,INTC,INTEL CORP,101.68800000,14
006008,01,1996-10-07,INTC,INTEL CORP,104.75000000,14
006008,01,1996-10-08,INTC,INTEL CORP,101.62500000,14
006008,01,1996-10-09,INTC,INTEL CORP,100.87500000,14
006008,01,1996-10-10,INTC,INTEL CORP,99.87500000,14
006008,01,1996-10-11,INTC,INTEL CORP,105.37500000,14
006008,01,1996-10-14,INTC,INTEL CORP,107.62500000,14
006008,01,1996-10-15,INTC,INTEL CORP,111.12500000,14
006008,01,1996-10-16,INTC,INTEL CORP,112.62500000,14
006008,01,1996-10-17,INTC,INTEL CORP,110.75000000,14
006008,01,1996-10-18,INTC,INTEL CORP,110.75000000,14
006008,01,1996-10-21,INTC,INTEL CORP,107.75000000,14
006008,01,1996-10-22,INTC,INTEL CORP,105.50000000,14
006008,01,1996-10-23,INTC,INTEL CORP,109.37500000,14
006008,01,1996-10-24,INTC,INTEL CORP,107.50000000,14
006008,01,1996-10-25,INTC,INTEL CORP,105.37500000,14
006008,01,1996-10-28,INTC,INTEL CORP,106.00000000,14
006008,01,1996-10-29,INTC,INTEL CORP,104.37500000,14
006008,01,1996-10-30,INTC,INTEL CORP,106.75000000,14
006008,01,1996-10-31,INTC,INTEL CORP,109.87500000,14
006008,01,1996-11-01,INTC,INTEL CORP,108.75000000,14
006008,01,1996-11-04,INTC,INTEL CORP,110.37500000,14
006008,01,1996-11-05,INTC,INTEL CORP,114.00000000,14
006008,01,1996-11-06,INTC,INTEL CORP,118.87500000,14
006008,01,1996-11-07,INTC,INTEL CORP,122.12500000,14
006008,01,1996-11-08,INTC,INTEL CORP,122.25000000,14
006008,01,1996-11-11,INTC,INTEL CORP,123.87500000,14
006008,01,1996-11-12,INTC,INTEL CORP,121.00000000,14
006008,01,1996-11-13,INTC,INTEL CORP,119.50000000,14
006008,01,1996-11-14,INTC,INTEL CORP,119.87500000,14
006008,01,1996-11-15,INTC,INTEL CORP,115.87500000,14
006008,01,1996-11-18,INTC,INTEL CORP,115.37500000,14
006008,01,1996-11-19,INTC,INTEL CORP,120.75000000,14
006008,01,1996-11-20,INTC,INTEL CORP,120.87500000,14
006008,01,1996-11-21,INTC,INTEL CORP,118.87500000,14
006008,01,1996-11-22,INTC,INTEL CORP,122.50000000,14
006008,01,1996-11-25,INTC,INTEL CORP,121.50000000,14
006008,01,1996-11-26,INTC,INTEL CORP,123.75000000,14
006008,01,1996-11-27,INTC,INTEL CORP,126.62500000,14
006008,01,1996-11-29,INTC,INTEL CORP,126.87500000,14
006008,01,1996-12-02,INTC,INTEL CORP,127.12500000,14
006008,01,1996-12-03,INTC,INTEL CORP,125.87500000,14
006008,01,1996-12-04,INTC,INTEL CORP,129.50000000,14
006008,01,1996-12-05,INTC,INTEL CORP,128.25000000,14
006008,01,1996-12-06,INTC,INTEL CORP,125.68800000,14
006008,01,1996-12-09,INTC,INTEL CORP,130.12500000,14
006008,01,1996-12-10,INTC,INTEL CORP,129.12500000,14
006008,01,1996-12-11,INTC,INTEL CORP,136.87500000,14
006008,01,1996-12-12,INTC,INTEL CORP,136.87500000,14
006008,01,1996-12-13,INTC,INTEL CORP,132.37500000,14
006008,01,1996-12-16,INTC,INTEL CORP,127.25000000,14
006008,01,1996-12-17,INTC,INTEL CORP,130.00000000,14
006008,01,1996-12-18,INTC,INTEL CORP,135.75000000,14
006008,01,1996-12-19,INTC,INTEL CORP,137.50000000,14
006008,01,1996-12-20,INTC,INTEL CORP,134.62500000,14
006008,01,1996-12-23,INTC,INTEL CORP,132.25000000,14
006008,01,1996-12-24,INTC,INTEL CORP,135.50000000,14
006008,01,1996-12-26,INTC,INTEL CORP,136.62500000,14
006008,01,1996-12-27,INTC,INTEL CORP,135.37500000,14
006008,01,1996-12-30,INTC,INTEL CORP,133.25000000,14
006008,01,1996-12-31,INTC,INTEL CORP,130.93800000,14
006008,01,1997-01-02,INTC,INTEL CORP,130.37500000,14
006008,01,1997-01-03,INTC,INTEL CORP,138.37500000,14
006008,01,1997-01-06,INTC,INTEL CORP,138.87500000,14
006008,01,1997-01-07,INTC,INTEL CORP,143.37500000,14
006008,01,1997-01-08,INTC,INTEL CORP,142.25000000,14
006008,01,1997-01-09,INTC,INTEL CORP,143.00000000,14
006008,01,1997-01-10,INTC,INTEL CORP,144.50000000,14
006008,01,1997-01-13,INTC,INTEL CORP,146.87500000,14
006008,01,1997-01-14,INTC,INTEL CORP,147.12500000,14
006008,01,1997-01-15,INTC,INTEL CORP,142.00000000,14
006008,01,1997-01-16,INTC,INTEL CORP,142.37500000,14
006008,01,1997-01-17,INTC,INTEL CORP,144.06300000,14
006008,01,1997-01-20,INTC,INTEL CORP,145.25000000,14
006008,01,1997-01-21,INTC,INTEL CORP,148.06300000,14
006008,01,1997-01-22,INTC,INTEL CORP,152.12500000,14
006008,01,1997-01-23,INTC,INTEL CORP,151.75000000,14
006008,01,1997-01-24,INTC,INTEL CORP,150.50000000,14
006008,01,1997-01-27,INTC,INTEL CORP,150.12500000,14
006008,01,1997-01-28,INTC,INTEL CORP,151.00000000,14
006008,01,1997-01-29,INTC,INTEL CORP,154.75000000,14
006008,01,1997-01-30,INTC,INTEL CORP,160.12500000,14
006008,01,1997-01-31,INTC,INTEL CORP,162.25000000,14
006008,01,1997-02-03,INTC,INTEL CORP,163.87500000,14
006008,01,1997-02-04,INTC,INTEL CORP,164.75000000,14
006008,01,1997-02-05,INTC,INTEL CORP,157.25000000,14
006008,01,1997-02-06,INTC,INTEL CORP,153.12500000,14
006008,01,1997-02-07,INTC,INTEL CORP,156.37500000,14
006008,01,1997-02-10,INTC,INTEL CORP,151.62500000,14
006008,01,1997-02-11,INTC,INTEL CORP,151.75000000,14
006008,01,1997-02-12,INTC,INTEL CORP,156.75000000,14
006008,01,1997-02-13,INTC,INTEL CORP,157.00000000,14
006008,01,1997-02-14,INTC,INTEL CORP,154.50000000,14
006008,01,1997-02-18,INTC,INTEL CORP,154.62500000,14
006008,01,1997-02-19,INTC,INTEL CORP,153.87500000,14
006008,01,1997-02-20,INTC,INTEL CORP,149.87500000,14
006008,01,1997-02-21,INTC,INTEL CORP,146.37500000,14
006008,01,1997-02-24,INTC,INTEL CORP,149.00000000,14
006008,01,1997-02-25,INTC,INTEL CORP,148.87500000,14
006008,01,1997-02-26,INTC,INTEL CORP,146.37500000,14
006008,01,1997-02-27,INTC,INTEL CORP,139.73400000,14
006008,01,1997-02-28,INTC,INTEL CORP,141.87500000,14
006008,01,1997-03-03,INTC,INTEL CORP,145.87500000,14
006008,01,1997-03-04,INTC,INTEL CORP,146.37500000,14
006008,01,1997-03-05,INTC,INTEL CORP,149.50000000,14
006008,01,1997-03-06,INTC,INTEL CORP,145.37500000,14
006008,01,1997-03-07,INTC,INTEL CORP,143.50000000,14
006008,01,1997-03-10,INTC,INTEL CORP,144.75000000,14
006008,01,1997-03-11,INTC,INTEL CORP,143.87500000,14
006008,01,1997-03-12,INTC,INTEL CORP,142.75000000,14
006008,01,1997-03-13,INTC,INTEL CORP,141.25000000,14
006008,01,1997-03-14,INTC,INTEL CORP,137.87500000,14
006008,01,1997-03-17,INTC,INTEL CORP,136.37500000,14
006008,01,1997-03-18,INTC,INTEL CORP,136.75000000,14
006008,01,1997-03-19,INTC,INTEL CORP,133.37500000,14
006008,01,1997-03-20,INTC,INTEL CORP,133.25000000,14
006008,01,1997-03-21,INTC,INTEL CORP,130.50000000,14
006008,01,1997-03-24,INTC,INTEL CORP,130.62500000,14
006008,01,1997-03-25,INTC,INTEL CORP,133.25000000,14
006008,01,1997-03-26,INTC,INTEL CORP,140.62500000,14
006008,01,1997-03-27,INTC,INTEL CORP,139.12500000,14
006008,01,1997-03-31,INTC,INTEL CORP,139.12500000,14
006008,01,1997-04-01,INTC,INTEL CORP,139.31300000,14
006008,01,1997-04-02,INTC,INTEL CORP,137.00000000,14
006008,01,1997-04-03,INTC,INTEL CORP,140.62500000,14
006008,01,1997-04-04,INTC,INTEL CORP,145.00000000,14
006008,01,1997-04-07,INTC,INTEL CORP,145.12500000,14
006008,01,1997-04-08,INTC,INTEL CORP,146.60900000,14
006008,01,1997-04-09,INTC,INTEL CORP,142.25000000,14
006008,01,1997-04-10,INTC,INTEL CORP,137.25000000,14
006008,01,1997-04-11,INTC,INTEL CORP,130.50000000,14
006008,01,1997-04-14,INTC,INTEL CORP,133.75000000,14
006008,01,1997-04-15,INTC,INTEL CORP,131.00000000,14
006008,01,1997-04-16,INTC,INTEL CORP,134.00000000,14
006008,01,1997-04-17,INTC,INTEL CORP,138.00000000,14
006008,01,1997-04-18,INTC,INTEL CORP,137.12500000,14
006008,01,1997-04-21,INTC,INTEL CORP,138.37500000,14
006008,01,1997-04-22,INTC,INTEL CORP,140.87500000,14
006008,01,1997-04-23,INTC,INTEL CORP,146.25000000,14
006008,01,1997-04-24,INTC,INTEL CORP,146.12500000,14
006008,01,1997-04-25,INTC,INTEL CORP,143.87500000,14
006008,01,1997-04-28,INTC,INTEL CORP,146.37500000,14
006008,01,1997-04-29,INTC,INTEL CORP,150.00000000,14
006008,01,1997-04-30,INTC,INTEL CORP,153.12500000,14
006008,01,1997-05-01,INTC,INTEL CORP,153.75000000,14
006008,01,1997-05-02,INTC,INTEL CORP,157.62500000,14
006008,01,1997-05-05,INTC,INTEL CORP,162.50000000,14
006008,01,1997-05-06,INTC,INTEL CORP,158.00000000,14
006008,01,1997-05-07,INTC,INTEL CORP,155.87500000,14
006008,01,1997-05-08,INTC,INTEL CORP,158.75000000,14
006008,01,1997-05-09,INTC,INTEL CORP,159.50000000,14
006008,01,1997-05-12,INTC,INTEL CORP,159.12500000,14
006008,01,1997-05-13,INTC,INTEL CORP,152.37500000,14
006008,01,1997-05-14,INTC,INTEL CORP,152.75000000,14
006008,01,1997-05-15,INTC,INTEL CORP,158.12500000,14
006008,01,1997-05-16,INTC,INTEL CORP,155.12500000,14
006008,01,1997-05-19,INTC,INTEL CORP,154.75000000,14
006008,01,1997-05-20,INTC,INTEL CORP,161.00000000,14
006008,01,1997-05-21,INTC,INTEL CORP,162.50000000,14
006008,01,1997-05-22,INTC,INTEL CORP,161.37500000,14
006008,01,1997-05-23,INTC,INTEL CORP,163.18800000,14
006008,01,1997-05-27,INTC,INTEL CORP,169.31300000,14
006008,01,1997-05-28,INTC,INTEL CORP,167.12500000,14
006008,01,1997-05-29,INTC,INTEL CORP,163.76600000,14
006008,01,1997-05-30,INTC,INTEL CORP,151.50000000,14
006008,01,1997-06-02,INTC,INTEL CORP,149.75000000,14
006008,01,1997-06-03,INTC,INTEL CORP,145.00000000,14
006008,01,1997-06-04,INTC,INTEL CORP,142.50000000,14
006008,01,1997-06-05,INTC,INTEL CORP,143.14100000,14
006008,01,1997-06-06,INTC,INTEL CORP,146.00000000,14
006008,01,1997-06-09,INTC,INTEL CORP,149.25000000,14
006008,01,1997-06-10,INTC,INTEL CORP,145.18800000,14
006008,01,1997-06-11,INTC,INTEL CORP,147.50000000,14
006008,01,1997-06-12,INTC,INTEL CORP,143.65600000,14
006008,01,1997-06-13,INTC,INTEL CORP,144.75000000,14
006008,01,1997-06-16,INTC,INTEL CORP,147.25000000,14
006008,01,1997-06-17,INTC,INTEL CORP,149.68800000,14
006008,01,1997-06-18,INTC,INTEL CORP,146.56300000,14
006008,01,1997-06-19,INTC,INTEL CORP,146.43800000,14
006008,01,1997-06-20,INTC,INTEL CORP,146.75000000,14
006008,01,1997-06-23,INTC,INTEL CORP,145.18800000,14
006008,01,1997-06-24,INTC,INTEL CORP,148.00000000,14
006008,01,1997-06-25,INTC,INTEL CORP,146.68800000,14
006008,01,1997-06-26,INTC,INTEL CORP,143.68800000,14
006008,01,1997-06-27,INTC,INTEL CORP,142.25000000,14
006008,01,1997-06-30,INTC,INTEL CORP,141.81300000,14
006008,01,1997-07-01,INTC,INTEL CORP,139.06300000,14
006008,01,1997-07-02,INTC,INTEL CORP,143.00000000,14
006008,01,1997-07-03,INTC,INTEL CORP,144.93800000,14
006008,01,1997-07-07,INTC,INTEL CORP,147.37500000,14
006008,01,1997-07-08,INTC,INTEL CORP,149.62500000,14
006008,01,1997-07-09,INTC,INTEL CORP,152.62500000,14
006008,01,1997-07-10,INTC,INTEL CORP,150.12500000,14
006008,01,1997-07-11,INTC,INTEL CORP,153.81300000,14
006008,01,1997-07-14,INTC,INTEL CORP,78.75000000,14
006008,01,1997-07-15,INTC,INTEL CORP,80.90600000,14
006008,01,1997-07-16,INTC,INTEL CORP,88.37500000,14
006008,01,1997-07-17,INTC,INTEL CORP,87.81300000,14
006008,01,1997-07-18,INTC,INTEL CORP,86.43800000,14
006008,01,1997-07-21,INTC,INTEL CORP,85.68800000,14
006008,01,1997-07-22,INTC,INTEL CORP,88.75000000,14
006008,01,1997-07-23,INTC,INTEL CORP,89.31300000,14
006008,01,1997-07-24,INTC,INTEL CORP,89.75000000,14
006008,01,1997-07-25,INTC,INTEL CORP,89.18800000,14
006008,01,1997-07-28,INTC,INTEL CORP,88.56300000,14
006008,01,1997-07-29,INTC,INTEL CORP,88.12500000,14
006008,01,1997-07-30,INTC,INTEL CORP,89.37500000,14
006008,01,1997-07-31,INTC,INTEL CORP,91.81300000,14
006008,01,1997-08-01,INTC,INTEL CORP,93.62500000,14
006008,01,1997-08-04,INTC,INTEL CORP,96.75000000,14
006008,01,1997-08-05,INTC,INTEL CORP,99.68800000,14
006008,01,1997-08-06,INTC,INTEL CORP,100.06300000,14
006008,01,1997-08-07,INTC,INTEL CORP,100.06300000,14
006008,01,1997-08-08,INTC,INTEL CORP,97.81300000,14
006008,01,1997-08-11,INTC,INTEL CORP,96.12500000,14
006008,01,1997-08-12,INTC,INTEL CORP,95.31300000,14
006008,01,1997-08-13,INTC,INTEL CORP,96.37500000,14
006008,01,1997-08-14,INTC,INTEL CORP,95.87500000,14
006008,01,1997-08-15,INTC,INTEL CORP,92.12500000,14
006008,01,1997-08-18,INTC,INTEL CORP,94.56300000,14
006008,01,1997-08-19,INTC,INTEL CORP,97.90600000,14
006008,01,1997-08-20,INTC,INTEL CORP,100.50000000,14
006008,01,1997-08-21,INTC,INTEL CORP,98.37500000,14
006008,01,1997-08-22,INTC,INTEL CORP,96.18800000,14
006008,01,1997-08-25,INTC,INTEL CORP,94.18800000,14
006008,01,1997-08-26,INTC,INTEL CORP,92.68800000,14
006008,01,1997-08-27,INTC,INTEL CORP,94.06300000,14
006008,01,1997-08-28,INTC,INTEL CORP,92.37500000,14
006008,01,1997-08-29,INTC,INTEL CORP,92.12500000,14
006008,01,1997-09-02,INTC,INTEL CORP,95.06300000,14
006008,01,1997-09-03,INTC,INTEL CORP,93.81300000,14
006008,01,1997-09-04,INTC,INTEL CORP,94.62500000,14
006008,01,1997-09-05,INTC,INTEL CORP,94.56300000,14
006008,01,1997-09-08,INTC,INTEL CORP,95.93800000,14
006008,01,1997-09-09,INTC,INTEL CORP,97.75000000,14
006008,01,1997-09-10,INTC,INTEL CORP,95.50000000,14
006008,01,1997-09-11,INTC,INTEL CORP,95.25000000,14
006008,01,1997-09-12,INTC,INTEL CORP,94.25000000,14
006008,01,1997-09-15,INTC,INTEL CORP,92.06300000,14
006008,01,1997-09-16,INTC,INTEL CORP,95.81300000,14
006008,01,1997-09-17,INTC,INTEL CORP,95.65600000,14
006008,01,1997-09-18,INTC,INTEL CORP,95.12500000,14
006008,01,1997-09-19,INTC,INTEL CORP,95.43800000,14
